name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Honda City 1.5 GXI,2007,"₹ 1,90,000",115000,Petrol,Dealer,Manual,Second Owner,19,Budget,,,,,,
Hyundai EON Era Plus,2014,"₹ 1,90,000",50000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai i10 Magna 1.2 iTech SE,2012,"₹ 1,90,000",60000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Ford Figo Diesel LXI,2012,"₹ 1,90,000",130000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Chevrolet Beat Diesel LS,2013,"₹ 1,90,000",70000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Verna 1.6 VTVT,2010,"₹ 1,90,000",38000,Petrol,Dealer,Manual,First Owner,16,Budget,,,,,,
Ford Figo Diesel Titanium,2011,"₹ 1,90,000",90000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Tata Nano XM,2015,"₹ 1,90,000",60000,Petrol,Individual,Manual,Second Owner,11,Budget,,,,,,
Hyundai EON Era Plus,2014,"₹ 1,90,000",40000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Hyundai Santro Xing GLS,2012,"₹ 1,93,000",45000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Chevrolet Optra Magnum 2.0 LS,2011,"₹ 1,95,000",120000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Maruti 800 AC,2014,"₹ 1,95,000",75000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Mahindra Quanto C8,2012,"₹ 1,95,000",140000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Alto 800 VXI,2018,"₹ 1,95,000",5000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Hyundai i10 Magna 1.2 iTech SE,2011,"₹ 1,95,000",80000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Swift VDI BSIV,2007,"₹ 1,95,000",112880,Diesel,Dealer,Manual,First Owner,19,Budget,,,,,,
Ford Fiesta 1.5 TDCi Titanium,2011,"₹ 1,95,000",133564,Diesel,Dealer,Manual,First Owner,15,Budget,,,,,,
Ford Endeavour 4x2 XLT,2004,"₹ 1,95,000",120000,Diesel,Individual,Manual,First Owner,22,Budget,,,,,,
Tata Indica Vista TDI LS,2011,"₹ 1,95,000",60000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Hyundai Verna CRDi,2008,"₹ 1,95,000",90000,Diesel,Individual,Manual,Second Owner,18,Budget,,,,,,
Hyundai i10 Magna,2008,"₹ 1,95,000",56000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Chevrolet Beat Diesel LT Option,2009,"₹ 1,95,000",57000,Diesel,Dealer,Manual,Second Owner,17,Budget,,,,,,
Maruti Wagon R LXI CNG,2010,"₹ 1,95,000",80000,CNG,Individual,Manual,Second Owner,16,Budget,,,,,,
Chevrolet Beat Diesel LT,2013,"₹ 1,95,000",46000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Santro Xing GLS,2009,"₹ 1,95,000",27005,Petrol,Dealer,Manual,First Owner,17,Budget,,,,,,
Chevrolet Beat Diesel LS,2013,"₹ 1,95,000",47253,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,"₹ 1,98,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Nissan Micra Diesel XV,2011,"₹ 1,99,000",120000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Tata New Safari 4X4,2007,"₹ 1,99,000",78771,Diesel,Dealer,Manual,Second Owner,19,Budget,,,,,,
Maruti Swift 1.3 VXi,2009,"₹ 1,99,000",52536,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Ford Fiesta 1.5 TDCi Titanium,2012,"₹ 1,99,000",92000,Diesel,Dealer,Manual,Third Owner,14,Budget,,,,,,
Maruti Swift LXi BSIV,2008,"₹ 2,00,000",50000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Tata Manza Aura (ABS) Quadrajet BS IV,2010,"₹ 2,00,000",150000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 2,00,000",107143,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Datsun RediGO T Option,2017,"₹ 2,00,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Chevrolet Beat Diesel LT,2012,"₹ 2,00,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Chevrolet Aveo 1.4 LS,2010,"₹ 2,00,000",74510,Petrol,Dealer,Manual,First Owner,16,Budget,,,,,,
Maruti Omni MPI STD BSIV,2018,"₹ 2,00,000",10000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Mahindra Xylo Celebration Edition BSIV,2010,"₹ 2,00,000",240000,Diesel,Individual,Manual,Third Owner,16,Budget,,,,,,
Honda Civic 1.8 V AT,2007,"₹ 2,00,000",54000,Petrol,Individual,Automatic,Second Owner,19,Budget,,,,,,
Ford Figo Diesel Titanium,2014,"₹ 2,00,000",90000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Ritz VDi,2011,"₹ 2,00,000",120000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Volkswagen Vento Diesel Trendline,2011,"₹ 2,00,000",100000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Chevrolet Beat LT LPG,2011,"₹ 2,00,000",110000,LPG,Individual,Manual,First Owner,15,Budget,,,,,,
Hyundai Verna 1.6 i ABS,2009,"₹ 2,00,000",60000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Alto LXi,2011,"₹ 2,00,000",40000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Ford Fiesta Diesel Trend,2012,"₹ 2,00,000",91245,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Mahindra Bolero DI,2006,"₹ 2,00,000",73756,Diesel,Individual,Manual,First Owner,20,Budget,,,,,,
Maruti Alto K10 2010-2014 VXI,2012,"₹ 2,00,000",90000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Tata Indica Vista Quadrajet VX,2011,"₹ 2,00,000",28689,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Tata Indica GLS BS IV,2009,"₹ 2,00,000",100000,Petrol,Individual,Manual,First Owner,17,Budget,,,,,,
Hyundai Verna SX Diesel,2010,"₹ 2,00,000",78000,Diesel,Dealer,Manual,Second Owner,16,Budget,,,,,,
Toyota Innova 2.5 V Diesel 7-seater,2005,"₹ 2,00,000",223000,Diesel,Individual,Manual,First Owner,21,Budget,,,,,,
Chevrolet Beat Diesel LS,2012,"₹ 2,00,000",85000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Chevrolet Beat PS,2015,"₹ 2,00,000",50000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Wagon R LXI Minor,2008,"₹ 2,00,000",90000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto 800 LXI,2012,"₹ 2,00,000",90000,Petrol,Individual,Manual,Third Owner,14,Budget,,,,,,
Hyundai Accent Executive,2013,"₹ 2,00,000",70000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Wagon R VXI BS IV,2012,"₹ 2,00,000",90000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Chevrolet Beat LT,2013,"₹ 2,00,000",50000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai EON Era Plus,2013,"₹ 2,00,000",24005,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,"₹ 2,00,000",90000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Tata Indigo CR4,2012,"₹ 2,00,000",120000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Ford Figo Diesel Titanium,2010,"₹ 2,00,000",100000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Mahindra Renault Logan 1.6 Petrol GLSX,2009,"₹ 2,00,000",30000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Chevrolet Sail Hatchback LS ABS,2013,"₹ 2,00,000",120000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Tata Manza Aura Safire,2010,"₹ 2,00,000",50000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti 800 Std,2013,"₹ 2,00,000",60000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai EON Era Plus,2013,"₹ 2,00,000",120000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Alto K10 2010-2014 VXI,2011,"₹ 2,00,000",40000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Maruti Swift Dzire VXi,2009,"₹ 2,00,000",110000,Petrol,Individual,Manual,Fourth & Above Owner,17,Budget,,,,,,
Ford Figo Diesel Titanium,2014,"₹ 2,00,000",125000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Ritz VDi,2011,"₹ 2,00,000",120000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Hyundai EON Era Plus,2012,"₹ 2,00,000",46000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Swift 1.3 VXi,2006,"₹ 2,00,000",45000,Petrol,Individual,Manual,First Owner,20,Budget,,,,,,
Maruti Alto 800 LXI,2014,"₹ 2,00,000",40000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra Verito 1.5 D6 BSIII,2012,"₹ 2,00,000",112198,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Hyundai Santro Xing GLS,2009,"₹ 2,00,000",100000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Maruti Alto K10 VXI,2014,"₹ 2,00,000",80000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Honda Accord VTi-L (MT),2007,"₹ 2,00,000",80000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Tata Manza Aura Safire BS IV,2013,"₹ 2,00,000",60000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Alto 800 LXI,2018,"₹ 2,00,000",35000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Maruti Alto K10 2010-2014 VXI,2010,"₹ 2,00,000",70000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Tata Indigo TDI,2012,"₹ 2,00,000",35000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Mahindra Jeep MM 540,1996,"₹ 2,00,000",60000,Diesel,Individual,Manual,First Owner,30,Budget,,,,,,
Chevrolet Beat Diesel LT,2012,"₹ 2,00,000",50000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai EON Era Plus,2015,"₹ 2,00,000",70000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,"₹ 2,00,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Volkswagen Polo Diesel Trendline 1.2L,2012,"₹ 2,00,000",82000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Renault KWID RXT,2016,"₹ 2,00,000",53000,Petrol,Individual,Manual,Second Owner,10,Budget,,,,,,
Tata Manza Club Class Quadrajet90 LS,2014,"₹ 2,00,000",100000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Skoda Laura 1.9 TDI MT Ambiente,2009,"₹ 2,00,000",100000,Diesel,Individual,Manual,Third Owner,17,Budget,,,,,,
Chevrolet Beat LT,2012,"₹ 2,00,999",90000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Alto K10 LXI,2014,"₹ 2,00,999",40000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai EON D Lite Plus,2012,"₹ 2,04,999",60000,Petrol,Dealer,Manual,Third Owner,14,Budget,,,,,,
Maruti Alto 800 LXI,2014,"₹ 2,04,999",25000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Tata New Safari DICOR 2.2 EX 4x2,2009,"₹ 2,04,999",120000,Diesel,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata Indica Vista TDI LS,2013,"₹ 2,10,000",135000,Diesel,Dealer,Manual,Second Owner,13,Budget,,,,,,
Maruti Wagon R VXI BS IV,2014,"₹ 2,10,000",70000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Tata New Safari DICOR 2.2 VX 4x2,2010,"₹ 2,10,000",34500,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Nissan Micra Diesel XV Premium,2013,"₹ 2,10,000",13770,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Verna SX Diesel,2011,"₹ 2,10,000",72000,Diesel,Dealer,Manual,Third Owner,15,Budget,,,,,,
Hyundai i10 Sportz 1.2,2010,"₹ 2,10,000",60000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Swift Vdi BSIII,2009,"₹ 2,10,000",109000,Diesel,Individual,Manual,Second Owner,17,Budget,,,,,,
Nissan Micra XL,2014,"₹ 2,10,000",40000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Hyundai Getz 1.3 GLS,2008,"₹ 2,10,000",53772,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Maruti Alto 800 LXI,2014,"₹ 2,10,000",20000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Skoda Rapid 1.6 TDI Ambition,2013,"₹ 2,10,000",120000,Diesel,Individual,Manual,Third Owner,13,Budget,,,,,,
Hyundai EON D Lite,2016,"₹ 2,10,000",30000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Wagon R VXI BS IV,2014,"₹ 2,10,000",70000,Petrol,Individual,Manual,Third Owner,12,Budget,,,,,,
Maruti Alto 800 LXI,2016,"₹ 2,10,000",52000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Alto LXi BSIII,2010,"₹ 2,10,000",25000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Honda Civic 1.8 V AT,2009,"₹ 2,10,000",63500,Petrol,Dealer,Automatic,First Owner,17,Budget,,,,,,
Maruti Alto 800 LXI,2019,"₹ 2,10,000",20000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Chevrolet Aveo U-VA 1.2 LS,2009,"₹ 2,10,000",80000,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Hyundai EON Era Plus,2014,"₹ 2,10,000",70000,Petrol,Individual,Manual,Third Owner,12,Budget,,,,,,
Datsun RediGO 1.0 S,2017,"₹ 2,10,000",15000,Petrol,Dealer,Manual,Second Owner,9,Budget,,,,,,
Maruti Alto 800 LXI,2013,"₹ 2,10,000",42000,Petrol,Individual,Manual,Third Owner,13,Budget,,,,,,
Chevrolet Beat Diesel LT,2013,"₹ 2,10,000",80000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Tata Spacio SA 6 Seater,2009,"₹ 2,10,000",75000,Diesel,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Alto 800 VXI,2020,"₹ 2,10,000",40000,Petrol,Individual,Manual,First Owner,6,Budget,,,,,,
Datsun RediGO T Option,2017,"₹ 2,10,000",50000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Alto 800 LXI Airbag,2012,"₹ 2,10,000",15000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Mahindra Ingenio CRDe,2015,"₹ 2,10,000",210000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Datsun GO T Option BSIV,2015,"₹ 2,10,000",25000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai i20 Magna,2010,"₹ 2,10,000",90000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Mahindra Scorpio 2.6 Turbo 7 Str,2007,"₹ 2,10,000",100000,Diesel,Individual,Manual,Second Owner,19,Budget,,,,,,
Hyundai i10 Magna,2012,"₹ 2,10,000",50000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Omni E MPI STD BS IV,2017,"₹ 2,10,000",50000,Petrol,Individual,Manual,Fourth & Above Owner,9,Budget,,,,,,
Honda City 1.5 V AT Exclusive,2008,"₹ 2,10,000",77000,Petrol,Individual,Automatic,Third Owner,18,Budget,,,,,,
Maruti Wagon R DUO LPG,2014,"₹ 2,10,000",90000,LPG,Individual,Manual,First Owner,12,Budget,,,,,,
Volkswagen Polo Petrol Highline 1.2L,2010,"₹ 2,11,000",45143,Petrol,Dealer,Manual,Second Owner,16,Budget,,,,,,
Tata Indica Vista TDI LS,2011,"₹ 2,11,000",43128,Diesel,Dealer,Manual,First Owner,15,Budget,,,,,,
Tata Indigo Grand Dicor,2013,"₹ 2,11,000",80000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Verna CRDi SX,2007,"₹ 2,12,000",58000,Diesel,Dealer,Manual,Second Owner,19,Budget,,,,,,
Maruti Wagon R LXI BS IV,2013,"₹ 2,13,000",80000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire VDI,2012,"₹ 2,15,000",80000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Hyundai EON Era Plus,2012,"₹ 2,15,000",70000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Volkswagen Vento Diesel Comfortline,2012,"₹ 2,15,000",97000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Omni E MPI STD BS IV,2017,"₹ 2,15,000",34000,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Toyota Corolla H6,2007,"₹ 2,15,000",55800,Petrol,Dealer,Manual,Second Owner,19,Budget,,,,,,
Fiat Linea T Jet Emotion,2010,"₹ 2,15,000",90000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Maruti Swift Dzire Vdi BSIV,2011,"₹ 2,15,000",90000,Diesel,Individual,Manual,Fourth & Above Owner,15,Budget,,,,,,
Tata Indigo Classic Dicor,2014,"₹ 2,15,000",80000,Diesel,Individual,Manual,Third Owner,12,Budget,,,,,,
Chevrolet Beat Diesel LT,2013,"₹ 2,15,000",20000,Diesel,Individual,Manual,Third Owner,13,Budget,,,,,,
Maruti Swift 1.2 DLX,2015,"₹ 2,17,000",45000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai EON Era Plus,2013,"₹ 2,19,000",53500,Petrol,Individual,Manual,Third Owner,13,Budget,,,,,,
Hyundai Verna 1.6 Xi ABS,2008,"₹ 2,20,000",54309,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Chevrolet Spark 1.0 LS,2014,"₹ 2,20,000",70000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Toyota Etios GD SP,2011,"₹ 2,20,000",110000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Renault KWID RXT,2017,"₹ 2,20,000",20000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Celerio VXI,2015,"₹ 2,20,000",45000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai i20 1.2 Magna,2010,"₹ 2,20,000",96000,Petrol,Individual,Manual,Third Owner,16,Budget,,,,,,
Maruti Alto 800 VXI,2016,"₹ 2,20,000",60000,Petrol,Individual,Manual,Second Owner,10,Budget,,,,,,
Mahindra Quanto C6,2013,"₹ 2,20,000",110000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Ritz VDi,2012,"₹ 2,20,000",120000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Toyota Etios VX,2012,"₹ 2,20,000",80000,Petrol,Individual,Manual,Third Owner,14,Budget,,,,,,
Tata Indigo LS,2012,"₹ 2,20,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Nissan Sunny Diesel XL,2013,"₹ 2,20,000",90000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Mahindra Quanto C4,2013,"₹ 2,20,000",100000,Diesel,Individual,Manual,Fourth & Above Owner,13,Budget,,,,,,
Maruti Alto K10 LXI,2014,"₹ 2,20,000",66000,Petrol,Dealer,Manual,First Owner,12,Budget,,,,,,
Tata Manza Aura (ABS) Quadrajet BS IV,2011,"₹ 2,20,000",140000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Swift VXI BSIII,2009,"₹ 2,20,000",67580,Petrol,Individual,Manual,Second Owner,17,Budget,,,,,,
Tata New Safari DICOR 2.2 EX 4x2,2008,"₹ 2,20,000",90000,Diesel,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Swift 1.2 DLX,2015,"₹ 2,20,000",40000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Swift ZXI ABS,2007,"₹ 2,20,000",80000,Petrol,Individual,Manual,Second Owner,19,Budget,,,,,,
Hyundai i10 Sportz,2011,"₹ 2,20,000",25000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Maruti Wagon R LXI LPG BSIV,2012,"₹ 2,20,000",80000,LPG,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Alto LX,2012,"₹ 2,20,000",80000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Chevrolet Beat Diesel LS,2012,"₹ 2,20,000",100000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Datsun RediGO T Option,2017,"₹ 2,20,000",40000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Tata Indigo CR4,2013,"₹ 2,20,000",100000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai i20 1.4 CRDi Era,2011,"₹ 2,20,000",70000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Honda Civic 1.8 S MT,2006,"₹ 2,20,000",120000,Petrol,Individual,Manual,Third Owner,20,Budget,,,,,,
Hyundai i20 1.2 Sportz,2011,"₹ 2,20,000",58000,Petrol,Dealer,Manual,Second Owner,15,Budget,,,,,,
Maruti Wagon R VXi BSII,2011,"₹ 2,20,000",59000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Alto K10 LXI,2011,"₹ 2,20,000",70000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Mahindra Scorpio REV 116,2006,"₹ 2,20,000",220000,Petrol,Individual,Manual,Second Owner,20,Budget,,,,,,
Maruti SX4 Celebration Petrol,2012,"₹ 2,20,000",90000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Volkswagen Polo 1.5 TDI Trendline,2011,"₹ 2,20,000",63657,Diesel,Dealer,Manual,First Owner,15,Budget,,,,,,
Ford Figo Diesel Titanium,2011,"₹ 2,20,000",70000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Hyundai EON Magna Plus,2016,"₹ 2,20,000",43700,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Tata Indigo LS Dicor,2011,"₹ 2,20,000",80000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Renault KWID RXL,2016,"₹ 2,20,000",60000,Petrol,Individual,Manual,Third Owner,10,Budget,,,,,,
Tata Sumo GX TC 8 Str,2010,"₹ 2,20,000",120000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Hyundai EON Magna Plus,2014,"₹ 2,20,000",42000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Maruti SX4 ZDI,2011,"₹ 2,20,000",90000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Maruti Wagon R LXI,2010,"₹ 2,21,000",51000,Petrol,Dealer,Manual,First Owner,16,Budget,,,,,,
Maruti Ritz LXi,2011,"₹ 2,21,000",78892,Petrol,Dealer,Manual,First Owner,15,Budget,,,,,,
Chevrolet Beat Diesel LT,2011,"₹ 2,21,000",56000,Diesel,Dealer,Manual,Second Owner,15,Budget,,,,,,
Fiat Linea 1.3 Emotion,2014,"₹ 2,21,000",131365,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Maruti Wagon R LXI,2008,"₹ 2,21,000",35008,Petrol,Dealer,Manual,First Owner,18,Budget,,,,,,
Fiat Linea 1.3 Emotion,2010,"₹ 2,21,000",65000,Diesel,Dealer,Manual,First Owner,16,Budget,,,,,,
Maruti Wagon R LXI BS IV,2010,"₹ 2,22,000",70000,Petrol,Individual,Manual,First Owner,16,Budget,,,,,,
Renault KWID RXT,2016,"₹ 2,25,000",40000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Estilo LXI,2014,"₹ 2,25,000",43000,Petrol,Dealer,Manual,First Owner,12,Budget,,,,,,
Hyundai EON Era Plus,2015,"₹ 2,25,000",80000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai EON 1.0 Era Plus,2012,"₹ 2,25,000",48000,Petrol,Dealer,Manual,First Owner,14,Budget,,,,,,
Maruti SX4 Zxi with Leather BSIII,2008,"₹ 2,25,000",60000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Mahindra Bolero DI DX 7 Seater,2007,"₹ 2,25,000",120000,Diesel,Individual,Manual,First Owner,19,Budget,,,,,,
Hyundai i10 Magna 1.2,2010,"₹ 2,25,000",60000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Ford Figo Diesel LXI,2011,"₹ 2,25,000",76736,Diesel,Dealer,Manual,Second Owner,15,Budget,,,,,,
Tata Indigo CS LX (TDI) BS-III,2015,"₹ 2,25,000",68745,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Alto K10 2010-2014 VXI,2010,"₹ 2,25,000",80000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Chevrolet Beat LS,2011,"₹ 2,25,000",80000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Hyundai EON Era Plus,2014,"₹ 2,25,000",30000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai i10 Sportz,2011,"₹ 2,25,000",30000,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Maruti Alto LXi,2011,"₹ 2,25,000",37091,Petrol,Individual,Manual,First Owner,15,Budget,,,,,,
Nissan Sunny XL D,2013,"₹ 2,25,000",78000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Mahindra Scorpio VLX AT 2WD BSIII,2004,"₹ 2,25,000",223660,Diesel,Individual,Automatic,Third Owner,22,Budget,,,,,,
Fiat Linea Emotion (Diesel),2011,"₹ 2,25,000",60000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Datsun GO T Petrol,2015,"₹ 2,25,000",92198,Petrol,Dealer,Manual,Second Owner,11,Budget,,,,,,
Chevrolet Sail Hatchback LT ABS,2013,"₹ 2,25,000",80000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Nissan Micra Diesel XV Primo,2012,"₹ 2,25,000",129000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
